"","lot","supplier","line","grower","dd","port","week","vessel","origin","ca","plastic","brand","pd","days","maxgrade","CR","CRC","CD","CDC","bio","wk","week_date","CR_avg","maxgrade_avg","degreedays","t_max_avg_wk","t_min_avg_wk","rhum_avg_wk","t_avg_mean","prcp_sum_wk","degreedays_wk","crs","crc"
"1644",23526,"VDCHIRA","Maersk Line A/S","5414",2017-08-29,"Vado Ligura, Savona (IT)",31,"Warnow Beluga","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-07-31,29,43,0,0,0.0188679245283019,0.00943396226415094,"1","31",2017-07-30,0,43.1111111111111,777.7,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1645",23527,"VDCHIRA","Maersk Line A/S","1403",2017-08-29,"Vado Ligura, Savona (IT)",31,"Warnow Beluga","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-07-31,29,45,0,0,0,0,"1","31",2017-07-30,0,43.1111111111111,777.7,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1646",23510,"APPBOSA","Hamburg Sud","2829",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-03,27,44,0,0,0,0,"1","31",2017-07-30,0.0014010989010989,43.4285714285714,767.6,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1647",23511,"APPBOSA","Hamburg Sud","1806",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","EKOOKE",2017-08-03,27,43,0,0,0,0,"1","31",2017-07-30,0.0014010989010989,43.4285714285714,767.6,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1648",23512,"APPBOSA","Hamburg Sud","5109",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-02,28,43,0,0,0,0,"1","31",2017-07-30,0.0014010989010989,43.4285714285714,772.15,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1649",23513,"APPBOSA","Hamburg Sud","3204",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-02,28,43,0,0,0,0,"1","31",2017-07-30,0.0014010989010989,43.4285714285714,772.15,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1650",23521,"VDCHIRA","Hamburg Sud","5507",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","ED BIO FTD",2017-08-03,27,42,0,0,0,0,"1","31",2017-07-30,0,43.1111111111111,767.6,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1651",23522,"VDCHIRA","Hamburg Sud","1001",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","BIO BIO",2017-08-02,28,43,0,0,0,0,"1","31",2017-07-30,0,43.1111111111111,772.15,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1652",23523,"VDCHIRA","Hamburg Sud","431",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","BIO BIO",2017-08-04,26,44,0,0,0,0,"1","31",2017-07-30,0,43.1111111111111,761.5,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1653",23524,"VDCHIRA","Hamburg Sud","901",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-04,26,42,0,0,0,0,"1","31",2017-07-30,0,43.1111111111111,761.5,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1654",23525,"VDCHIRA","Hamburg Sud","2940",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-02,28,43,0,0,0,0,"1","31",2017-07-30,0,43.1111111111111,772.15,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1655",23643,"VDCHIRA","Hamburg Sud","1412",2017-08-30,"Barendrecht (NL)",31,"San Clemente","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-04,26,42,0,0,0,0,"1","31",2017-07-30,0,43.1111111111111,761.5,26.5192307692308,17.4403846153846,76.0980392156863,21.0862745098039,NA,771.888095238095,-0.568064746731156,-0.822983865893656
"1656",23675,"VDCHIRA","Mediterranean Shipping Company BV","5478",2017-09-04,"Antwerpen (BE)",32,"MSC Chloe","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-07,28,45,0,0,0,0,"1","32",2017-08-06,0.00196550727430388,43.4,750.8,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1657",23689,"APPBOSA","Maersk Line A/S","1109",2017-09-04,"Hamburg (DE)",32,"Maersk Nimes","Peru","NO CA","BANAVAC","BIO BIO",2017-08-07,28,44,0,0,0,0,"1","32",2017-08-06,0,43.3333333333333,750.8,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1658",23690,"APPBOSA","Maersk Line A/S","4220",2017-09-04,"Hamburg (DE)",32,"Maersk Nimes","Peru","NO CA","BANAVAC","ED BIO FTD",2017-08-07,28,44,0,0,0,0,"1","32",2017-08-06,0,43.3333333333333,750.8,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1659",23691,"APPBOSA","Maersk Line A/S","910",2017-09-04,"Hamburg (DE)",32,"Maersk Nimes","Peru","NO CA","BANAVAC","ED BIO FTD",2017-08-07,28,45,0,0,0,0,"1","32",2017-08-06,0,43.3333333333333,750.8,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1660",23680,"VDCHIRA","Maersk Line A/S","5412",2017-09-05,"Vado Ligura, Savona (IT)",32,"AS Fatima","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-07,29,43,0,0,0,0,"1","32",2017-08-06,0.00196550727430388,43.4,750.8,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1661",23681,"VDCHIRA","Maersk Line A/S","1493",2017-09-05,"Vado Ligura, Savona (IT)",32,"AS Fatima","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-07,29,44,0.00934579439252336,0,0,0,"1","32",2017-08-06,0.00196550727430388,43.4,750.8,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1662",23676,"VDCHIRA","Hamburg Sud","5150",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-10,27,43,0,0,0,0,"1","32",2017-08-06,0.00196550727430388,43.4,743.45,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1663",23677,"VDCHIRA","Hamburg Sud","1483",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-11,26,43,0,0,0,0,"1","32",2017-08-06,0.00196550727430388,43.4,742.15,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1664",23678,"VDCHIRA","Hamburg Sud","302",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","BIO BIO",2017-08-09,28,43,0,0,0.0099009900990099,0,"1","32",2017-08-06,0.00196550727430388,43.4,745.6,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1665",23679,"VDCHIRA","Hamburg Sud","5507",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","ED BIO FTD",2017-08-11,26,43,0,0,0,0,"1","32",2017-08-06,0.00196550727430388,43.4,742.15,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1666",23685,"APPBOSA","Hamburg Sud","920",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-09,28,43,0,0,0,0,"1","32",2017-08-06,0,43.3333333333333,745.6,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1667",23686,"APPBOSA","Hamburg Sud","2303",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-08,29,43,0,0,0,0,"1","32",2017-08-06,0,43.3333333333333,748,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1668",23687,"APPBOSA","Hamburg Sud","5109",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-09,28,42,0,0,0,0,"1","32",2017-08-06,0,43.3333333333333,745.6,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1669",23688,"APPBOSA","Hamburg Sud","6048",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","EKOOKE",2017-08-09,28,42,0,0,0,0,"1","32",2017-08-06,0,43.3333333333333,745.6,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1670",23696,"APPBOSA","Hamburg Sud","4201",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-10,27,44,0,0,0,0,"1","32",2017-08-06,0,43.3333333333333,743.45,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1671",23781,"VDCHIRA","Hamburg Sud","414",2017-09-06,"Barendrecht (NL)",32,"Cartagena Express","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-11,26,43,0,0,0,0,"1","32",2017-08-06,0.00196550727430388,43.4,742.15,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1672",23733,"APOQ","Maersk Line A/S","12106",2017-09-11,"Barendrecht (NL)",32,"Maersk Nijmegen","Peru","CA","POLYPACK","MIGROS SWM",2017-08-12,30,42,0,0,0,0,"0","32",2017-08-06,0,42,740.2,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1673",23734,"APOQ","Maersk Line A/S","10016",2017-09-11,"Barendrecht (NL)",33,"Maersk Nijmegen","Peru","CA","POLYPACK","EKOOKE SW",2017-08-16,26,43,0,0,0,0,"1","33",2017-08-13,0,43.3333333333333,731.15,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1674",23735,"APOQ","Maersk Line A/S","1",2017-09-11,"Barendrecht (NL)",33,"Maersk Nijmegen","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-16,26,44,0,0,0,0,"1","33",2017-08-13,0,44,731.15,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1675",23744,"APPBOSA","Seatrade Group N.V.","1101",2017-09-11,"Barendrecht (NL)",33,"Atlantic Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-16,26,43,0,0,0,0,"1","33",2017-08-13,0,43.8888888888889,731.15,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1676",23745,"APPBOSA","Seatrade Group N.V.","1912",2017-09-11,"Barendrecht (NL)",33,"Atlantic Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-16,26,43,0,0,0,0,"1","33",2017-08-13,0,43.8888888888889,731.15,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1677",23750,"APPBOSA","Maersk Line A/S","1103",2017-09-11,"Hamburg (DE)",33,"Maersk Nijmegen","Peru","NO CA","BANAVAC","BIO BIO",2017-08-14,28,45,0,0,0,0,"1","33",2017-08-13,0,43.8888888888889,734.6,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1678",23751,"APPBOSA","Maersk Line A/S","3831",2017-09-11,"Hamburg (DE)",33,"Maersk Nijmegen","Peru","NO CA","BANAVAC","BIO BIO",2017-08-15,27,45,0,0,0,0,"1","33",2017-08-13,0,43.8888888888889,733,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1679",23752,"APPBOSA","Maersk Line A/S","7001",2017-09-11,"Hamburg (DE)",33,"Maersk Nijmegen","Peru","NO CA","BANAVAC","ED BIO FTD",2017-08-14,28,44,0,0,0,0,"1","33",2017-08-13,0,43.8888888888889,734.6,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1680",23792,"VDCHIRA","Maersk Line A/S","141",2017-09-11,"Barendrecht (NL)",32,"Maersk Nijmegen","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-12,30,44,0,0,0,0,"1","32",2017-08-06,0.00196550727430388,43.4,740.2,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1681",23790,"VDCHIRA","Maersk Line A/S","5452",2017-09-12,"Vado Ligura, Savona (IT)",33,"Maersk Bogor / W.Beluga","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-14,29,42,0,0,0,0,"1","33",2017-08-13,0,43,734.6,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1682",23791,"VDCHIRA","Maersk Line A/S","5443",2017-09-12,"Vado Ligura, Savona (IT)",33,"Maersk Bogor / W.Beluga","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-14,29,43,0,0,0.0099009900990099,0,"1","33",2017-08-13,0,43,734.6,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1683",23746,"APPBOSA","Hamburg Sud","7502",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-15,29,44,0,0,0,0,"1","33",2017-08-13,0,43.8888888888889,733,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1684",23747,"APPBOSA","Hamburg Sud","7501",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-16,28,43,0,0,0,0,"1","33",2017-08-13,0,43.8888888888889,731.15,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1685",23748,"APPBOSA","Hamburg Sud","912",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-16,28,44,0,0,0,0,"1","33",2017-08-13,0,43.8888888888889,731.15,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1686",23749,"APPBOSA","Hamburg Sud","1004",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","EKOOKE",2017-08-17,27,44,0,0,0,0,"1","33",2017-08-13,0,43.8888888888889,728.8,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1687",23783,"VDCHIRA","Hamburg Sud","5412",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-15,29,43,0,0,0,0,"1","33",2017-08-13,0,43,733,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1688",23784,"VDCHIRA","Hamburg Sud","713",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-15,29,44,0,0,0,0,"1","33",2017-08-13,0,43,733,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1689",23785,"VDCHIRA","Hamburg Sud","1450",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-16,28,44,0,0,0,0,"1","33",2017-08-13,0,43,731.15,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1690",23786,"VDCHIRA","Hamburg Sud","1453",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-17,27,43,0,0,0,0,"1","33",2017-08-13,0,43,728.8,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1691",23787,"VDCHIRA","Hamburg Sud","302",2017-09-13,"Barendrecht (NL)",32,"Valparaiso Express","Peru","NO CA","BANAVAC","BIO BIO",2017-08-13,31,42,0,0,0,0,"1","32",2017-08-13,0,43,736.85,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,731.397727272727,-0.663122658240795,-0.748510748171101
"1692",23788,"VDCHIRA","Hamburg Sud","125",2017-09-13,"Barendrecht (NL)",20,"Valparaiso Express","Peru","NO CA","BANAVAC","ED BIO FTD",2017-05-18,118,43,0,0,0,0,"1","20",2017-05-14,0.0307462530913858,42.5,1085.65,29.4276595744681,21.0297872340426,72.9787234042553,24.4,NA,1087.71071428571,0.663122658240795,-0.748510748171101
"1693",23789,"VDCHIRA","Hamburg Sud","512",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","ED BIO FTD",2017-08-18,26,43,0,0,0,0,"1","33",2017-08-13,0,43,727.35,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1694",23814,"VDCHIRA","Hamburg Sud","702",2017-09-13,"Barendrecht (NL)",33,"Valparaiso Express","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-17,27,43,0,0,0,0,"1","33",2017-08-13,0,43,728.8,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1695",23827,"APOQ","Maersk Line A/S","12010",2017-09-18,"Barendrecht (NL)",33,"Maersk Niamey","Peru","CA","POLYPACK","MIGROS SWM",2017-08-19,30,43,0,0,0,0,"0","33",2017-08-13,0,43.3333333333333,725.85,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1696",23828,"APOQ","Maersk Line A/S","12937",2017-09-18,"Barendrecht (NL)",33,"Maersk Niamey","Peru","CA","POLYPACK","EKOOKE SW",2017-08-19,30,44,0,0,0,0,"1","33",2017-08-13,0,43.3333333333333,725.85,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,731.397727272727,-0.748510748171101,-0.663122658240795
"1697",23829,"APOQ","Maersk Line A/S","1",2017-09-18,"Barendrecht (NL)",33,"Maersk Niamey","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-20,29,43,0,0,0,0,"1","33",2017-08-20,0,43.5,722.9,26.1625,17.9833333333333,74.9166666666667,20.71875,NA,715.0875,-0.748510748171101,-0.663122658240795
"1698",23830,"APOQ","Maersk Line A/S","1",2017-09-18,"Barendrecht (NL)",34,"Maersk Niamey","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-22,27,44,0,0,0,0,"1","34",2017-08-20,0,43.5,716.85,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1699",23839,"APPBOSA","Seatrade Group N.V.","7102",2017-09-18,"Barendrecht (NL)",34,"Lombok Strait","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-22,27,45,0,0,0,0,"1","34",2017-08-20,0,43.7777777777778,716.85,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1700",23840,"APPBOSA","Seatrade Group N.V.","2104",2017-09-18,"Barendrecht (NL)",34,"Lombok Strait","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-22,27,43,0,0,0,0,"1","34",2017-08-20,0,43.7777777777778,716.85,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1701",23841,"APPBOSA","Seatrade Group N.V.","3406",2017-09-18,"Barendrecht (NL)",34,"Lombok Strait","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-22,27,43,0,0,0,0,"1","34",2017-08-20,0,43.7777777777778,716.85,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1702",23848,"APPBOSA","Maersk Line A/S","1703",2017-09-18,"Hamburg (DE)",34,"Maersk Niamey","Peru","NO CA","BANAVAC","BIO BIO",2017-08-21,28,45,0,0,0,0,"1","34",2017-08-20,0,43.7777777777778,718.9,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1703",23849,"APPBOSA","Maersk Line A/S","7118",2017-09-18,"Hamburg (DE)",34,"Maersk Niamey","Peru","NO CA","BANAVAC","ED BIO FTD",2017-08-21,28,44,0,0,0,0,"1","34",2017-08-20,0,43.7777777777778,718.9,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1704",23850,"APPBOSA","Maersk Line A/S","5307",2017-09-18,"Hamburg (DE)",34,"Maersk Niamey","Peru","NO CA","BANAVAC","ED BIO FTD",2017-08-21,28,46,0,0,0,0,"1","34",2017-08-20,0,43.7777777777778,718.9,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1705",23845,"APPBOSA","Hamburg Sud","1303",2017-09-20,"Barendrecht (NL)",34,"Cap San Sounio","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-25,26,43,0,0,0,0,"1","34",2017-08-20,0,43.7777777777778,711,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1706",23846,"APPBOSA","Hamburg Sud","3611",2017-09-20,"Barendrecht (NL)",34,"Cap San Sounio","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-23,28,43,0,0,0,0,"1","34",2017-08-20,0,43.7777777777778,713.45,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1707",23847,"APPBOSA","Hamburg Sud","1412",2017-09-20,"Barendrecht (NL)",34,"Cap San Sounio","Peru","NO CA","BANAVAC","EKOOKE",2017-08-23,28,42,0,0,0.0099009900990099,0,"1","34",2017-08-20,0,43.7777777777778,713.45,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1708",23853,"VDCHIRA","Hamburg Sud","423",2017-09-20,"Barendrecht (NL)",34,"Cap San Sounio","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-25,26,46,0,0,0,0,"1","34",2017-08-20,0,43.5,711,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1709",23856,"VDCHIRA","Hamburg Sud","1623",2017-09-20,"Barendrecht (NL)",34,"Cap San Sounio","Peru","NO CA","BANAVAC","EDEKA BIO",2017-08-25,26,43,0,0,0,0,"1","34",2017-08-20,0,43.5,711,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1710",23860,"VDCHIRA","Hamburg Sud","5540",2017-09-20,"Barendrecht (NL)",34,"Cap San Sounio","Peru","NO CA","BANAVAC","ED BIO FTD",2017-08-24,27,43,0,0,0,0,"1","34",2017-08-20,0,43.5,711.3,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1711",23875,"VDCHIRA","Hamburg Sud","1202",2017-09-20,"Barendrecht (NL)",34,"Cap San Sounio","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-23,28,42,0,0,0,0,"1","34",2017-08-20,0,43.5,713.45,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1712",24026,"VDCHIRA","Maersk Line A/S","139",2017-09-25,"Barendrecht (NL)",35,"Maersk Nienburg","Peru","NO CA","BANAVAC","EKOOKE FT",2017-08-29,27,42,0,0,0,0,"1","35",2017-08-27,0,43,704.25,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,702.072222222222,-0.88545602565321,-0.464723172043769
"1713",23956,"VDCHIRA","Maersk Line A/S","160",2017-09-26,"Vado Ligura, Savona (IT)",34,"Warnow Beluga","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-26,31,43,0,0,0,0,"1","34",2017-08-20,0,43.5,709.75,25.974,17.32,76.02,20.682,NA,715.0875,-0.822983865893656,-0.568064746731156
"1714",24007,"VDCHIRA","Maersk Line A/S","5443",2017-09-26,"Vado Ligura, Savona (IT)",35,"Warnow Beluga","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-08-28,29,44,0,0,0,0,"1","35",2017-08-27,0,43,705.35,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,702.072222222222,-0.88545602565321,-0.464723172043769
"1715",24009,"VDCHIRA","Maersk Line A/S","512",2017-09-26,"Vado Ligura, Savona (IT)",32,"Warnow Beluga","Peru","NO CA","BANAVAC","EKOOKE",2017-08-12,45,43,0.0103092783505155,0,0.0515463917525773,0.0103092783505155,"1","32",2017-08-06,0.00196550727430388,43.4,740.2,25.7,17.9791666666667,73.9583333333333,20.9395833333333,NA,745.744736842105,-0.663122658240795,-0.748510748171101
"1716",23951,"VDCHIRA","Hamburg Sud","904",2017-09-27,"Barendrecht (NL)",35,"Callao Express","Peru","NO CA","BANAVAC","BIO BIO",2017-08-30,28,44,0,0,0,0,"1","35",2017-08-27,0,43,702.45,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,702.072222222222,-0.88545602565321,-0.464723172043769
"1717",23952,"VDCHIRA","Hamburg Sud","309",2017-09-27,"Barendrecht (NL)",35,"Callao Express","Peru","NO CA","BANAVAC","BIO BIO",2017-08-30,28,42,0,0,0,0,"1","35",2017-08-27,0,43,702.45,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,702.072222222222,-0.88545602565321,-0.464723172043769
"1718",23968,"APPBOSA","Hamburg Sud","5226",2017-09-27,"Barendrecht (NL)",35,"Callao Express","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-01,26,44,0,0,0,0,"1","35",2017-08-27,0,43,700.75,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,702.072222222222,-0.88545602565321,-0.464723172043769
"1719",23969,"APPBOSA","Hamburg Sud","1108",2017-09-27,"Barendrecht (NL)",35,"Callao Express","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-01,26,42,0,0,0,0,"1","35",2017-08-27,0,43,700.75,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,702.072222222222,-0.88545602565321,-0.464723172043769
