"","lot","supplier","line","grower","dd","port","week","vessel","origin","ca","plastic","brand","pd","days","maxgrade","CR","CRC","CD","CDC","bio","wk","week_date","CR_avg","maxgrade_avg","degreedays","t_max_avg_wk","t_min_avg_wk","rhum_avg_wk","t_avg_mean","prcp_sum_wk","degreedays_wk","crs","crc"
"2925",33905,"APPBOSA","Hapag-Lloyd AG","2827",2019-05-16,"Barendrecht (NL)",16,"Cma Cgm Niagara","Peru","NO CA","BANAVAC","EKOOKE FT",2019-04-16,30,44,0.02,0,0.05,0,"1","16",2019-04-14,0.0403134806234247,44.3333333333333,1177.15,32.8571428571429,21.9142857142857,61.5892857142857,26.5607142857143,0,1176.44333333333,0.935016242685415,-0.354604887042535
"2926",33906,"APPBOSA","Hapag-Lloyd AG","2824",2019-05-16,"Barendrecht (NL)",16,"Cma Cgm Niagara","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-04-16,30,44,0.0099009900990099,0.0297029702970297,0.0297029702970297,0,"1","16",2019-04-14,0.0403134806234247,44.3333333333333,1177.15,32.8571428571429,21.9142857142857,61.5892857142857,26.5607142857143,0,1176.44333333333,0.935016242685415,-0.354604887042535
"2927",34111,"APPBOSA","Mediterranean Shipping Company BV","1009",2019-05-16,"Barendrecht (NL)",16,"MSC Vaisnhavi R.","Peru","CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-04-17,29,44,0,0,0,0,"0","16",2019-04-14,0,43.3333333333333,1174.9,32.8571428571429,21.9142857142857,61.5892857142857,26.5607142857143,0,1176.44333333333,0.935016242685415,-0.354604887042535
"2928",34056,"VDCHIRA","Maersk Line A/S","5478",2019-05-20,"Barendrecht (NL)",17,"Maersk Niagara","Peru","CA","POLYPACK","MIGROS SWM",2019-04-22,28,44,0.0192307692307692,0,0.0192307692307692,0,"0","17",2019-04-21,0.0334249084249084,44,1169.5,32.6,22.4,62.4226190476191,26.7267857142857,0,1167.75,0.88545602565321,-0.464723172043769
"2929",34058,"VDCHIRA","Maersk Line A/S","1427",2019-05-20,"Barendrecht (NL)",17,"Maersk Niagara","Peru","CA","POLYPACK","MIGROS SWM",2019-04-24,26,44,0.0285714285714286,0.019047619047619,0.00952380952380952,0,"0","17",2019-04-21,0.0334249084249084,44,1167.85,32.6,22.4,62.4226190476191,26.7267857142857,0,1167.75,0.88545602565321,-0.464723172043769
"2930",34090,"APPBOSA","Mediterranean Shipping Company BV","7601",2019-05-20,"Barendrecht (NL)",16,"MSC Vaishnavi R","Peru","NO CA","BANAVAC","EKOOKE FT",2019-04-17,33,44,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,"1","16",2019-04-14,0.0403134806234247,44.3333333333333,1174.9,32.8571428571429,21.9142857142857,61.5892857142857,26.5607142857143,0,1176.44333333333,0.935016242685415,-0.354604887042535
"2931",34091,"APPBOSA","Mediterranean Shipping Company BV","3904",2019-05-20,"Kallo (BE)",17,"MSC Vaishnavi R","Peru","NO CA","BANAVAC","EKOOKE FT",2019-04-23,27,46,0.018018018018018,0.00900900900900901,0.00900900900900901,0,"1","17",2019-04-21,0.110841724615032,44.25,1168.55,32.6,22.4,62.4226190476191,26.7267857142857,0,1167.75,0.88545602565321,-0.464723172043769
"2932",34112,"APPBOSA","Mediterranean Shipping Company BV","3843",2019-05-20,"Barendrecht (NL)",16,"MSC Vaishnavi R","Peru","NO CA","BANAVAC","EKOOKE FT",2019-04-17,33,44,0.0099009900990099,0,0.0099009900990099,0,"1","16",2019-04-14,0.0403134806234247,44.3333333333333,1174.9,32.8571428571429,21.9142857142857,61.5892857142857,26.5607142857143,0,1176.44333333333,0.935016242685415,-0.354604887042535
"2933",34031,"APOQ","Maersk Line A/S","11004",2019-05-23,"Vado Ligura, Savona (IT)",17,"Nexoe Maersk","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-04-24,29,44,0.125,0.0576923076923077,0.125,0.00961538461538462,"1","17",2019-04-21,0.0608974358974359,44.6666666666667,1167.85,32.6,22.4,62.4226190476191,26.7267857142857,0,1167.75,0.88545602565321,-0.464723172043769
"2934",34063,"VDCHIRA","Hamburg Sud","5534",2019-05-23,"Barendrecht (NL)",17,"San Clemente","Peru","NO CA","BANAVAC","EKOOKE FT",2019-04-25,28,44,0.0588235294117647,0.0196078431372549,0.0882352941176471,0,"1","17",2019-04-21,0.0261437908496732,44.6666666666667,1167.25,32.6,22.4,62.4226190476191,26.7267857142857,0,1167.75,0.88545602565321,-0.464723172043769
"2935",34086,"APPBOSA","Maersk Line A/S","3622",2019-05-23,"Vado Ligura, Savona (IT)",17,"Nexoe Maersk","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-04-22,31,43,0.161290322580645,0.0537634408602151,0.0860215053763441,0.010752688172043,"1","17",2019-04-21,0.110841724615032,44.25,1169.5,32.6,22.4,62.4226190476191,26.7267857142857,0,1167.75,0.88545602565321,-0.464723172043769
"2936",34095,"APPBOSA","Hapag-Lloyd AG","7614",2019-05-23,"Barendrecht (NL)",17,"San Clemente","Peru","NO CA","BANAVAC","EKOOKE FT",2019-04-27,26,44,0.0891089108910891,0.0297029702970297,0.0891089108910891,0,"1","17",2019-04-21,0.110841724615032,44.25,1165.55,32.6,22.4,62.4226190476191,26.7267857142857,0,1167.75,0.88545602565321,-0.464723172043769
"2937",34096,"APPBOSA","Hapag-Lloyd AG","7613",2019-05-23,"Barendrecht (NL)",17,"San Clemente","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-04-26,27,44,0.0824742268041237,0,0.0309278350515464,0,"1","17",2019-04-21,0.110841724615032,44.25,1165.95,32.6,22.4,62.4226190476191,26.7267857142857,0,1167.75,0.88545602565321,-0.464723172043769
"2938",34134,"VDCHIRA","Mediterranean Shipping Company BV","30704",2019-05-27,"Kallo (BE)",18,"MSC Arushi R","Peru","NO CA","BANAVAC","EKOOKE FT",2019-04-29,28,44,0,0,0.0165289256198347,0,"1","18",2019-04-28,0,43.5,1163.45,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1162.62222222222,0.822983865893656,-0.568064746731156
"2939",34135,"VDCHIRA","Maersk Line A/S","324",2019-05-27,"Barendrecht (NL)",18,"Maersk Nimes","Peru","CA","POLYPACK","MIGROS SWM",2019-04-29,28,43,0,0,0,0,"0","18",2019-04-28,0.0033003300330033,43,1163.45,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1162.62222222222,0.822983865893656,-0.568064746731156
"2940",34137,"VDCHIRA","Maersk Line A/S","425",2019-05-27,"Barendrecht (NL)",18,"Maersk Nimes","Peru","CA","POLYPACK","MIGROS SWM",2019-04-30,27,44,0.0099009900990099,0,0,0,"0","18",2019-04-28,0.0033003300330033,43,1162.25,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1162.62222222222,0.822983865893656,-0.568064746731156
"2941",34156,"APPBOSA","Maersk Line A/S","1807",2019-05-27,"Barendrecht (NL)",18,"Maersk Nimes","Peru","CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-04-30,27,44,0,0,0,0,"0","18",2019-04-28,0,44,1162.25,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1162.62222222222,0.822983865893656,-0.568064746731156
"2942",34159,"APPBOSA","Maersk Line A/S","3829",2019-05-27,"Barendrecht (NL)",18,"Maersk Nimes","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-04-30,27,45,0,0,0,0,"1","18",2019-04-28,0.0203720304796056,45,1162.25,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1162.62222222222,0.822983865893656,-0.568064746731156
"2943",34164,"APPBOSA","Mediterranean Shipping Company BV","5101",2019-05-27,"Barendrecht (NL)",14,"MSC Arushi R","Peru","NO CA","BANAVAC","EKOOKE FT",2019-04-03,54,44,0,0,0,0,"1","14",2019-03-31,0.00285714285714286,43.8571428571429,1192.1,32.9285714285714,21.7571428571429,62.3869047619048,26.727380952381,0,1192.23125,0.992708874098054,-0.120536680255323
"2944",34168,"APPBOSA","Mediterranean Shipping Company BV","5104",2019-05-27,"Kallo (BE)",18,"MSC Arushi R","Peru","CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-01,26,44,0,0,0,0,"0","18",2019-04-28,0,44,1159.6,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1162.62222222222,0.822983865893656,-0.568064746731156
"2945",34152,"APPBOSA","Maersk Line A/S","1203",2019-05-31,"Vado Ligura, Savona (IT)",18,"Maersk Newcastle","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-04-29,32,45,0.0434782608695652,0.0173913043478261,0.0347826086956522,0,"1","18",2019-04-28,0.0203720304796056,45,1163.45,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1162.62222222222,0.822983865893656,-0.568064746731156
"2946",34155,"APPBOSA","Maersk Line A/S","3815",2019-05-31,"Vado Ligura, Savona (IT)",18,"Maersk Newcastle","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-04-29,32,46,0.0206185567010309,0,0.0412371134020619,0,"1","18",2019-04-28,0.0203720304796056,45,1163.45,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1162.62222222222,0.822983865893656,-0.568064746731156
"2947",34172,"APPBOSA","Hapag-Lloyd AG","4413",2019-05-31,"Barendrecht (NL)",18,"Cartagena Express","Peru","NO CA","BANAVAC","EKOOKE FT",2019-05-05,26,43,0.0373831775700935,0,0.0934579439252336,0,"1","18",2019-05-05,0.0846465201213113,44,1150.1,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1146.89166666667,0.822983865893656,-0.568064746731156
"2948",34190,"APOQ","Maersk Line A/S","12907",2019-05-31,"Vado Ligura, Savona (IT)",18,"Maersk Newcastle","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-04-29,32,45,0.210526315789474,0.0631578947368421,0.0421052631578947,0.0315789473684211,"1","18",2019-04-28,0.146743095362168,44,1163.45,32.2857142857143,21.1714285714286,64.9642857142857,26.0696428571429,0,1162.62222222222,0.822983865893656,-0.568064746731156
"2949",34252,"VDCHIRA","Mediterranean Shipping Company BV","1452",2019-06-03,"Kallo (BE)",19,"MSC Julia R","Peru","NO CA","BANAVAC","EKOOKE FT",2019-05-06,28,44,0.00900900900900901,0,0.018018018018018,0,"1","19",2019-05-05,0.0045045045045045,44.5,1149.25,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2950",34253,"VDCHIRA","Mediterranean Shipping Company BV","75527",2019-06-03,"Kallo (BE)",19,"MSC Julia R","Peru","CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-06,28,44,0,0,0.0272727272727273,0,"0","19",2019-05-05,0.00235849056603774,43.75,1149.25,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2951",34254,"VDCHIRA","Maersk Line A/S","5410",2019-06-03,"Barendrecht (NL)",19,"Maersk Niteroi","Peru","CA","POLYPACK","MIGROS SWM",2019-05-06,28,44,0.00943396226415094,0,0,0,"0","19",2019-05-05,0.00235849056603774,43.75,1149.25,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2952",34255,"VDCHIRA","Maersk Line A/S","1469",2019-06-03,"Barendrecht (NL)",19,"Maersk Niteroi","Peru","CA","POLYPACK","MIGROS SWM",2019-05-07,27,44,0,0,0,0,"0","19",2019-05-05,0.00235849056603774,43.75,1148.05,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2953",34277,"APPBOSA","Maersk Line A/S","1807",2019-06-03,"Barendrecht (NL)",19,"Maersk Niteroi","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-08,26,42,0,0,0.0163934426229508,0,"1","19",2019-05-05,0.0846465201213113,44,1145.8,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2954",34295,"APOQ","Mediterranean Shipping Company BV","13211",2019-06-03,"Kallo (BE)",19,"MSC Julia R","Peru","CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-08,26,44,0,0,0,0,"0","19",2019-05-05,0,44,1145.8,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2955",34256,"VDCHIRA","Seatrade Group N.V.","5536",2019-06-05,"Barendrecht (NL)",19,"Atlantic Acanthus","Peru","NO CA","BANAVAC","EKOOKE FT",2019-05-08,28,45,0,0,0.0594059405940594,0,"1","19",2019-05-05,0.0045045045045045,44.5,1145.8,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2956",34274,"APPBOSA","Maersk Line A/S","5212",2019-06-06,"Vado Ligura, Savona (IT)",19,"Maersk Northwood","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-07,30,45,0.0824742268041237,0,0.0412371134020619,0,"1","19",2019-05-05,0.0846465201213113,44,1148.05,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2957",34275,"APPBOSA","Maersk Line A/S","5212",2019-06-06,"Vado Ligura, Savona (IT)",19,"Maersk Northwood","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-07,30,45,0.0714285714285714,0.0204081632653061,0.0408163265306122,0.0102040816326531,"1","19",2019-05-05,0.0846465201213113,44,1148.05,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2958",34276,"APPBOSA","Maersk Line A/S","3901",2019-06-06,"Vado Ligura, Savona (IT)",19,"Maersk Northwood","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-07,30,45,0.211538461538462,0,0.0192307692307692,0,"1","19",2019-05-05,0.0846465201213113,44,1148.05,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2959",34380,"VDCHIRA","Mediterranean Shipping Company BV","68",2019-06-11,"Kallo (BE)",20,"MSC Zlata R.","Peru","CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-14,28,44,0,0,0,0,"0","20",2019-05-12,0.00280112044817927,44,1126.55,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2960",34382,"VDCHIRA","Mediterranean Shipping Company BV","1403",2019-06-11,"Kallo (BE)",20,"MSC Zlata R.","Peru","CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-16,26,44,0,0,0,0,"0","20",2019-05-12,0.00280112044817927,44,1120.8,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2961",34383,"VDCHIRA","Mediterranean Shipping Company BV","720",2019-06-11,"Kallo (BE)",20,"MSC Zlata R.","Peru","NO CA","BANAVAC","EKOOKE FT",2019-05-14,28,44,0.008,0,0,0,"1","20",2019-05-12,0.004,44,1126.55,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2962",34384,"VDCHIRA","Maersk Line A/S","5478",2019-06-11,"Barendrecht (NL)",19,"Maersk Nijmegen","Peru","CA","POLYPACK","MIGROS SWM",2019-05-11,31,43,0,0,0.00757575757575758,0,"0","19",2019-05-05,0.00235849056603774,43.75,1135.25,31.2857142857143,21.1,67.2023809523809,25.4041666666667,0.2,1146.89166666667,0.748510748171101,-0.663122658240795
"2963",34385,"VDCHIRA","Seatrade Group N.V.","5522",2019-06-11,"Barendrecht (NL)",20,"Elvira","Peru","NO CA","BANAVAC","EKOOKE FT",2019-05-16,26,44,0,0,0.0198019801980198,0,"1","20",2019-05-12,0.004,44,1120.8,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2964",34391,"APPBOSA","Maersk Line A/S","2222",2019-06-11,"Barendrecht (NL)",20,"Maersk Nijmegen","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-14,28,42,0,0,0.05,0,"1","20",2019-05-12,0.0814333726950677,44,1126.55,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2965",34395,"APPBOSA","Mediterranean Shipping Company BV","4",2019-06-11,"Kallo (BE)",20,"MSC Zlata R.","Peru","CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-15,27,44,0,0,0,0,"0","20",2019-05-12,0.00227272727272727,43.75,1123.75,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2966",34436,"APPBOSA","Mediterranean Shipping Company BV","1",2019-06-11,"Kallo (BE)",20,"MSC Zlata R.","Peru","CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-15,27,46,0,0,0,0,"0","20",2019-05-12,0.00227272727272727,43.75,1123.75,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2967",34437,"APPBOSA","Maersk Line A/S","7543",2019-06-11,"Barendrecht (NL)",20,"Maersk Nijmegen","Peru","NO CA","BANAVAC","EKOOKE FT",2019-05-14,28,44,0,0,0.00970873786407767,0,"1","20",2019-05-12,0.0814333726950677,44,1126.55,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2968",34388,"APPBOSA","Maersk Line A/S","3226",2019-06-15,"Vado Ligura, Savona (IT)",20,"Maersk Newhaven","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-13,33,45,0.128712871287129,0.0594059405940594,0.0198019801980198,0,"1","20",2019-05-12,0.0814333726950677,44,1129.8,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2969",34389,"APPBOSA","Maersk Line A/S","920",2019-06-15,"Vado Ligura, Savona (IT)",20,"Maersk Newhaven","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-13,33,45,0.110091743119266,0.0275229357798165,0.018348623853211,0.00917431192660551,"1","20",2019-05-12,0.0814333726950677,44,1129.8,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2970",34473,"VDCHIRA","Mediterranean Shipping Company BV","22",2019-06-17,"Kallo (BE)",21,"MSC Vidisha R","Peru","NO CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-22,26,44,0.00909090909090909,0.0181818181818182,0.00909090909090909,0,"0","21",2019-05-19,0.0124922696351268,44,1100.05,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
"2971",34476,"VDCHIRA","Mediterranean Shipping Company BV","50",2019-06-17,"Kallo (BE)",21,"MSC Vidisha R","Peru","NO CA","BANAVAC","EKOOKE FT",2019-05-21,27,44,0,0,0.00900900900900901,0,"1","21",2019-05-19,0.0124922696351268,44,1104.3,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
"2972",34478,"VDCHIRA","Maersk Line A/S","5438",2019-06-17,"Barendrecht (NL)",20,"Maersk Nienburg","Peru","CA","POLYPACK","MIGROS SWM",2019-05-18,30,44,0,0.00840336134453781,0.00840336134453781,0,"0","20",2019-05-12,0.00280112044817927,44,1115.4,31.2714285714286,20.7,67.3095238095238,25.2255952380952,0,1124.57272727273,0.663122658240795,-0.748510748171101
"2973",34479,"VDCHIRA","Maersk Line A/S","1427",2019-06-17,"Barendrecht (NL)",21,"Maersk Nienburg","Peru","CA","POLYPACK","MIGROS SWM",2019-05-22,26,44,0,0,0,0,"0","21",2019-05-19,0,44,1100.05,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
"2974",34491,"APPBOSA","Maersk Line A/S","2868",2019-06-17,"Barendrecht (NL)",21,"Maersk Nienburg","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-21,27,42,0.00934579439252336,0,0.0280373831775701,0,"1","21",2019-05-19,0.0165750249881359,43.5555555555556,1104.3,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
"2975",34497,"APPBOSA","Mediterranean Shipping Company BV","3815",2019-06-17,"Barendrecht (NL)",21,"MSC Vidisha R","Peru","CA","POLYPACK","MIGROS SWM",2019-05-21,27,44,0.0099009900990099,0,0,0,"0","21",2019-05-19,0.0033003300330033,44,1104.3,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
"2976",34498,"APPBOSA","Mediterranean Shipping Company BV","5108",2019-06-17,"Kallo (BE)",21,"MSC Vidisha R","Peru","NO CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-22,26,44,0,0,0,0,"0","21",2019-05-19,0.0165750249881359,43.5555555555556,1100.05,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
"2977",34463,"APOQ","Hamburg Sud","15432",2019-06-20,"Barendrecht (NL)",21,"Callao Express","Peru","NO CA","CLUSTERBAG CARREFOUR","CB CARREF",2019-05-25,26,44,0.0181818181818182,0.00909090909090909,0.2,0,"0","21",2019-05-19,0.0120407615982837,44,1089.2,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
"2978",34483,"APPBOSA","Maersk Line A/S","5213",2019-06-20,"Vado Ligura, Savona (IT)",21,"Maersk Neston","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-20,31,43,0.00900900900900901,0,0,0,"1","21",2019-05-19,0.0165750249881359,43.5555555555556,1108.75,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
"2979",34485,"APPBOSA","Maersk Line A/S","7535",2019-06-20,"Vado Ligura, Savona (IT)",21,"Maersk Neston","Peru","NO CA","BANAVAC","EKOOKE ALT",2019-05-21,30,46,0.100917431192661,0,0.036697247706422,0.00917431192660551,"1","21",2019-05-19,0.0165750249881359,43.5555555555556,1104.3,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
"2980",34499,"APPBOSA","Hapag-Lloyd AG","3721",2019-06-20,"Barendrecht (NL)",21,"Callao Express","Peru","NO CA","BANAVAC","EKOOKE FT",2019-05-21,30,44,0.0099009900990099,0.0099009900990099,0,0,"1","21",2019-05-19,0.0165750249881359,43.5555555555556,1104.3,30.5,19.8571428571429,67.8214285714286,24.2964285714286,0,1101.84615384615,0.568064746731156,-0.822983865893656
